Survey,Year,Quarter,Area,SubArea,AphiaID,Species,Age_0,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,DateofCalculation
NS-IBTS,2015,1,6,38F2,126437,Melanogrammus aeglefinus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,38F2,126438,Merlangius merlangus,0.0000,5.1024,14.3860,7.7385,4.0122,0.7609,0.5000,,,,,20170914
NS-IBTS,2015,1,6,38F2,126441,Pollachius virens,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20170914
NS-IBTS,2015,1,6,38F2,126444,Trisopterus esmarkii,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,38F2,127023,Scomber scombrus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,38F2,127143,Pleuronectes platessa,0.0000,0.0000,4.6042,18.4507,30.5134,38.0674,24.5455,6.5411,5.4443,0.3333,0.0000,20170914
NS-IBTS,2015,1,6,38F3,126417,Clupea harengus,0.0000,18592.0429,1980.7389,63.2243,3.4099,0.0000,,,,,,20170914
NS-IBTS,2015,1,6,38F3,126425,Sprattus sprattus,0.0000,30039.2579,40474.5229,4140.5677,77.5715,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,38F3,126436,Gadus morhua,0.0000,0.0000,0.8333,0.1667,0.0000,0.0000,1.0000,,,,,20170914
NS-IBTS,2015,1,6,38F3,126437,Melanogrammus aeglefinus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,38F3,126438,Merlangius merlangus,0.0000,276.7985,250.3084,29.0037,5.2433,2.1130,0.6250,,,,,20170914
NS-IBTS,2015,1,6,38F3,126441,Pollachius virens,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20170914
NS-IBTS,2015,1,6,38F3,126444,Trisopterus esmarkii,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,38F3,127023,Scomber scombrus,0.0000,0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,38F3,127143,Pleuronectes platessa,0.0000,2.7445,49.2102,80.0406,52.4647,38.9312,10.7477,2.8889,0.4721,0.0000,0.0000,20170914
NS-IBTS,2015,1,6,38F4,126417,Clupea harengus,0.0000,57570.0234,32153.3804,2184.5270,206.5091,0.0000,,,,,,20170914
NS-IBTS,2015,1,6,38F4,126425,Sprattus sprattus,0.0000,11347.1565,7789.8945,726.1720,14.5689,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,38F4,126436,Gadus morhua,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,38F4,126437,Melanogrammus aeglefinus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,38F4,126438,Merlangius merlangus,0.0000,40.0449,28.0456,4.6029,0.8279,0.4787,0.0000,,,,,20170914
NS-IBTS,2015,1,6,38F4,126441,Pollachius virens,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20170914
NS-IBTS,2015,1,6,38F4,126444,Trisopterus esmarkii,0.0000,0.9535,0.0465,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,38F4,127023,Scomber scombrus,0.0000,13.9231,0.0769,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,38F4,127143,Pleuronectes platessa,0.0000,1.9913,100.6293,103.2508,57.4858,34.7272,9.8640,2.4183,0.6333,0.0000,0.0000,20170914
NS-IBTS,2015,1,6,38F5,126417,Clupea harengus,0.0000,5077.5408,310.2442,14.3720,0.7430,0.0000,,,,,,20170914
NS-IBTS,2015,1,6,38F5,126425,Sprattus sprattus,0.0000,2750.0949,934.8064,68.9340,1.4888,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,38F5,126436,Gadus morhua,0.0000,1.0000,1.7500,0.2500,0.0000,0.0000,2.0000,,,,,20170914
NS-IBTS,2015,1,6,38F5,126437,Melanogrammus aeglefinus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,38F5,126438,Merlangius merlangus,0.0000,27.2452,21.7352,4.7201,0.6910,0.6085,0.0000,,,,,20170914
NS-IBTS,2015,1,6,38F5,126441,Pollachius virens,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20170914
NS-IBTS,2015,1,6,38F5,126444,Trisopterus esmarkii,0.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,38F5,127023,Scomber scombrus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,38F5,127143,Pleuronectes platessa,0.0000,0.2874,110.8772,167.8103,91.9925,60.0338,17.1551,5.1131,1.6466,0.0000,0.0000,20170914
NS-IBTS,2015,1,6,38F6,126417,Clupea harengus,0.0000,11843.8125,219.1918,5.4544,0.6429,0.0000,,,,,,20170914
NS-IBTS,2015,1,6,38F6,126425,Sprattus sprattus,0.0000,2186.0116,1501.8952,101.1791,1.2161,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,38F6,126436,Gadus morhua,0.0000,0.0000,1.0000,2.0000,2.5000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,38F6,126437,Melanogrammus aeglefinus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,38F6,126438,Merlangius merlangus,0.0000,13.7270,17.8217,3.1175,0.5388,0.2326,0.0625,,,,,20170914
NS-IBTS,2015,1,6,38F6,126441,Pollachius virens,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20170914
NS-IBTS,2015,1,6,38F6,126444,Trisopterus esmarkii,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,38F6,127023,Scomber scombrus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,38F6,127143,Pleuronectes platessa,0.0000,3.6935,72.5356,74.1800,39.5819,26.7139,9.0225,2.3404,1.1822,0.2500,0.2500,20170914
NS-IBTS,2015,1,6,38F7,126417,Clupea harengus,0.0000,11014.4284,207.2343,5.9773,0.0000,0.0000,,,,,,20170914
NS-IBTS,2015,1,6,38F7,126425,Sprattus sprattus,0.0000,16429.1992,11147.8698,939.7903,8.9737,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,38F7,126436,Gadus morhua,0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,38F7,126437,Melanogrammus aeglefinus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,38F7,126438,Merlangius merlangus,0.0000,41.8582,75.3633,12.8165,1.8905,0.0715,0.0000,,,,,20170914
NS-IBTS,2015,1,6,38F7,126441,Pollachius virens,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20170914
NS-IBTS,2015,1,6,38F7,126444,Trisopterus esmarkii,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,38F7,127023,Scomber scombrus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,38F7,127143,Pleuronectes platessa,0.0000,4.1865,11.6372,6.4841,3.5026,1.8381,0.2826,0.0690,0.0000,0.0000,0.0000,20170914
NS-IBTS,2015,1,6,38F8,126417,Clupea harengus,0.0000,3150.5692,379.0141,10.4167,0.0000,0.0000,,,,,,20170914
NS-IBTS,2015,1,6,38F8,126425,Sprattus sprattus,0.0000,12714.5561,1555.6698,18.7741,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,38F8,126436,Gadus morhua,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,38F8,126437,Melanogrammus aeglefinus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,38F8,126438,Merlangius merlangus,0.0000,3.2401,3.9470,3.0128,1.3000,0.1667,0.3333,,,,,20170914
NS-IBTS,2015,1,6,38F8,126441,Pollachius virens,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20170914
NS-IBTS,2015,1,6,38F8,126444,Trisopterus esmarkii,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,38F8,127023,Scomber scombrus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,38F8,127143,Pleuronectes platessa,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20170914
NS-IBTS,2015,1,6,39F3,126417,Clupea harengus,0.0000,16928.6025,1417.0735,0.0000,0.0000,0.0000,,,,,,20170914
NS-IBTS,2015,1,6,39F3,126425,Sprattus sprattus,0.0000,23753.1562,28633.2405,2507.2867,16.6526,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,39F3,126436,Gadus morhua,0.0000,1.0000,0.6000,0.4000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,39F3,126437,Melanogrammus aeglefinus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,39F3,126438,Merlangius merlangus,0.0000,128.2407,118.2429,14.1285,2.6357,1.0603,0.2769,,,,,20170914
NS-IBTS,2015,1,6,39F3,126441,Pollachius virens,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20170914
NS-IBTS,2015,1,6,39F3,126444,Trisopterus esmarkii,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,39F3,127023,Scomber scombrus,0.0000,0.9615,0.0385,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,39F3,127143,Pleuronectes platessa,0.0000,1.2857,51.9260,77.1033,37.5202,22.0972,7.7544,2.7641,0.5490,0.0000,0.0000,20170914
NS-IBTS,2015,1,6,39F4,126417,Clupea harengus,0.0000,28549.9634,2425.3858,22.7788,0.0000,0.0000,,,,,,20170914
NS-IBTS,2015,1,6,39F4,126425,Sprattus sprattus,0.0000,35458.2265,20892.7999,767.3596,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,39F4,126436,Gadus morhua,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,39F4,126437,Melanogrammus aeglefinus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,39F4,126438,Merlangius merlangus,0.0000,156.1159,103.4315,9.5487,0.4839,0.8200,0.0000,,,,,20170914
NS-IBTS,2015,1,6,39F4,126441,Pollachius virens,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20170914
NS-IBTS,2015,1,6,39F4,126444,Trisopterus esmarkii,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,39F4,127023,Scomber scombrus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,39F4,127143,Pleuronectes platessa,0.0000,0.1905,32.7246,71.2290,57.1018,42.1623,11.3543,3.3576,0.8799,0.0000,0.0000,20170914
NS-IBTS,2015,1,6,39F5,126417,Clupea harengus,0.0000,3010.8681,165.2018,10.4559,4.8802,0.0000,,,,,,20170914
NS-IBTS,2015,1,6,39F5,126425,Sprattus sprattus,0.0000,15082.4475,4661.6151,145.6243,2.4391,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,39F5,126436,Gadus morhua,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,39F5,126437,Melanogrammus aeglefinus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,39F5,126438,Merlangius merlangus,0.0000,16.2998,11.2942,1.1560,0.2500,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,39F5,126441,Pollachius virens,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20170914
NS-IBTS,2015,1,6,39F5,126444,Trisopterus esmarkii,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,39F5,127023,Scomber scombrus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,39F5,127143,Pleuronectes platessa,0.0000,0.9821,69.3537,86.4126,38.3879,19.4668,7.5762,1.6103,1.0436,0.1667,0.0000,20170914
NS-IBTS,2015,1,6,39F6,126417,Clupea harengus,0.0000,12633.6415,243.6569,2.4917,0.0000,0.0000,,,,,,20170914
NS-IBTS,2015,1,6,39F6,126425,Sprattus sprattus,0.0000,2027.3832,2387.9644,267.4999,4.1524,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,39F6,126436,Gadus morhua,0.0000,1.0000,2.6333,2.8667,0.2500,0.2500,0.0000,,,,,20170914
NS-IBTS,2015,1,6,39F6,126437,Melanogrammus aeglefinus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,39F6,126438,Merlangius merlangus,0.0000,33.0871,54.1403,10.1703,1.5283,0.0741,0.0000,,,,,20170914
NS-IBTS,2015,1,6,39F6,126441,Pollachius virens,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20170914
NS-IBTS,2015,1,6,39F6,126444,Trisopterus esmarkii,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,39F6,127023,Scomber scombrus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,39F6,127143,Pleuronectes platessa,0.0000,7.8092,63.8637,57.7947,34.5853,28.6745,10.5516,5.1348,1.5862,0.0000,0.0000,20170914
NS-IBTS,2015,1,6,39F7,126417,Clupea harengus,0.0000,4084.0736,55.7024,0.0500,0.0000,0.0000,,,,,,20170914
NS-IBTS,2015,1,6,39F7,126425,Sprattus sprattus,0.0000,17302.7428,2156.3378,177.7393,7.2281,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,39F7,126436,Gadus morhua,0.0000,1.0000,2.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,39F7,126437,Melanogrammus aeglefinus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,39F7,126438,Merlangius merlangus,0.0000,10.0919,14.4878,2.8996,0.4837,0.0370,0.0000,,,,,20170914
NS-IBTS,2015,1,6,39F7,126441,Pollachius virens,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20170914
NS-IBTS,2015,1,6,39F7,126444,Trisopterus esmarkii,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,39F7,127023,Scomber scombrus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,39F7,127143,Pleuronectes platessa,0.0000,11.9909,12.7624,1.6980,1.2967,0.6203,0.3158,0.2105,0.1053,0.0000,0.0000,20170914
NS-IBTS,2015,1,6,39F8,126417,Clupea harengus,0.0000,524.2053,118.7764,11.3872,1.4071,0.0000,,,,,,20170914
NS-IBTS,2015,1,6,39F8,126425,Sprattus sprattus,0.0000,4984.3001,253.1207,17.5232,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,39F8,126436,Gadus morhua,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,39F8,126437,Melanogrammus aeglefinus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,39F8,126438,Merlangius merlangus,0.0000,3.7803,12.8468,0.7159,0.5880,0.0690,0.0000,,,,,20170914
NS-IBTS,2015,1,6,39F8,126441,Pollachius virens,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20170914
NS-IBTS,2015,1,6,39F8,126444,Trisopterus esmarkii,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,39F8,127023,Scomber scombrus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,6,39F8,127143,Pleuronectes platessa,0.0000,1.3333,0.6667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20170914
NS-IBTS,2015,1,7,40F5,126417,Clupea harengus,0.0000,42495.1505,1112.8178,2.8405,0.5556,0.0000,,,,,,20170914
NS-IBTS,2015,1,7,40F5,126425,Sprattus sprattus,0.0000,64481.0569,12025.3079,946.6507,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,7,40F5,126436,Gadus morhua,0.0000,2.1111,0.0000,2.9629,0.0000,0.3704,0.0000,,,,,20170914
NS-IBTS,2015,1,7,40F5,126437,Melanogrammus aeglefinus,0.0000,0.0000,0.5556,0.5556,1.1111,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,7,40F5,126438,Merlangius merlangus,0.0000,113.3823,36.2007,1.5058,0.4000,0.4000,0.0000,,,,,20170914
NS-IBTS,2015,1,7,40F5,126441,Pollachius virens,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20170914
NS-IBTS,2015,1,7,40F5,126444,Trisopterus esmarkii,0.0000,10.7222,0.2778,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,7,40F5,127023,Scomber scombrus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,7,40F5,127143,Pleuronectes platessa,0.0000,0.0000,24.4107,51.5678,54.2211,20.7412,17.9056,3.7256,1.0701,0.2469,0.0000,20170914
NS-IBTS,2015,1,7,40F6,126417,Clupea harengus,0.0000,1465.1168,16.0132,0.0000,0.0000,0.0000,,,,,,20170914
NS-IBTS,2015,1,7,40F6,126425,Sprattus sprattus,0.0000,655.4848,106.9717,5.9635,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,7,40F6,126436,Gadus morhua,0.0000,0.0000,0.0000,6.0000,10.1667,4.8333,0.0000,,,,,20170914
NS-IBTS,2015,1,7,40F6,126437,Melanogrammus aeglefinus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,7,40F6,126438,Merlangius merlangus,0.0000,5.3593,5.7316,1.4091,0.5000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,7,40F6,126441,Pollachius virens,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20170914
NS-IBTS,2015,1,7,40F6,126444,Trisopterus esmarkii,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,7,40F6,127023,Scomber scombrus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,7,40F6,127143,Pleuronectes platessa,0.0000,0.3333,53.6263,37.1860,21.7994,9.8647,10.7044,4.3127,2.4906,2.1825,0.5000,20170914
NS-IBTS,2015,1,7,40F7,126417,Clupea harengus,0.0000,7098.2904,19.7246,0.1450,0.0000,0.0000,,,,,,20170914
NS-IBTS,2015,1,7,40F7,126425,Sprattus sprattus,0.0000,6743.8621,2049.3256,199.2853,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,7,40F7,126436,Gadus morhua,0.0000,1.0000,0.0000,1.6667,2.0000,0.3333,0.0000,,,,,20170914
NS-IBTS,2015,1,7,40F7,126437,Melanogrammus aeglefinus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,7,40F7,126438,Merlangius merlangus,0.0000,7.4990,14.4119,3.0891,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,7,40F7,126441,Pollachius virens,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20170914
NS-IBTS,2015,1,7,40F7,126444,Trisopterus esmarkii,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,7,40F7,127023,Scomber scombrus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,7,40F7,127143,Pleuronectes platessa,0.0000,2.4667,98.4532,35.2256,11.4347,4.5976,5.2823,1.8041,0.9423,0.7937,0.0000,20170914
NS-IBTS,2015,1,7,41F5,126417,Clupea harengus,0.0000,28578.9893,905.3939,28.9158,2.5000,0.0000,,,,,,20170914
NS-IBTS,2015,1,7,41F5,126425,Sprattus sprattus,0.0000,67761.0856,9320.4090,312.0184,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,7,41F5,126436,Gadus morhua,0.0000,2.0000,1.5000,0.5000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,7,41F5,126437,Melanogrammus aeglefinus,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,7,41F5,126438,Merlangius merlangus,0.0000,21.2346,7.5835,0.1818,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,7,41F5,126441,Pollachius virens,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20170914
NS-IBTS,2015,1,7,41F5,126444,Trisopterus esmarkii,0.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,7,41F5,127023,Scomber scombrus,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,7,41F5,127143,Pleuronectes platessa,0.0000,0.0000,5.5577,24.0448,21.5558,6.1829,5.2662,1.5442,0.1818,0.0000,0.6667,20170914
NS-IBTS,2015,1,7,41F6,126417,Clupea harengus,0.0000,658.8341,11.8579,0.0680,0.0000,0.0000,,,,,,20170914
NS-IBTS,2015,1,7,41F6,126425,Sprattus sprattus,0.0000,415.3389,100.0014,6.6807,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,7,41F6,126436,Gadus morhua,0.0000,0.0000,2.0000,1.0000,0.0000,0.0000,1.0000,,,,,20170914
NS-IBTS,2015,1,7,41F6,126437,Melanogrammus aeglefinus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,7,41F6,126438,Merlangius merlangus,0.0000,18.5236,15.2036,1.6727,0.6000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,7,41F6,126441,Pollachius virens,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20170914
NS-IBTS,2015,1,7,41F6,126444,Trisopterus esmarkii,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,7,41F6,127023,Scomber scombrus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,7,41F6,127143,Pleuronectes platessa,0.0000,0.7203,119.7679,154.3628,54.5062,13.5628,12.6493,5.6733,4.1218,2.2006,0.0000,20170914
NS-IBTS,2015,1,7,41F7,126417,Clupea harengus,0.0000,1485.2933,44.4067,0.8000,0.0000,0.0000,,,,,,20170914
NS-IBTS,2015,1,7,41F7,126425,Sprattus sprattus,0.0000,255.5717,156.3882,13.4950,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,7,41F7,126436,Gadus morhua,0.0000,0.0000,0.0000,0.0000,2.6667,0.8333,1.5000,,,,,20170914
NS-IBTS,2015,1,7,41F7,126437,Melanogrammus aeglefinus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,7,41F7,126438,Merlangius merlangus,0.0000,11.9368,13.0489,1.4144,0.6000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,7,41F7,126441,Pollachius virens,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20170914
NS-IBTS,2015,1,7,41F7,126444,Trisopterus esmarkii,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,7,41F7,127023,Scomber scombrus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,7,41F7,127143,Pleuronectes platessa,0.0000,0.4000,93.2157,112.6748,36.1572,9.4972,7.0395,1.7775,1.1746,1.0635,1.0000,20170914
NS-IBTS,2015,1,7,42F5,126417,Clupea harengus,0.0000,660.8006,53.3697,0.2257,0.0000,0.0000,,,,,,20170914
NS-IBTS,2015,1,7,42F5,126425,Sprattus sprattus,0.0000,30.4442,23.3850,3.1708,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,7,42F5,126436,Gadus morhua,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,7,42F5,126437,Melanogrammus aeglefinus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,7,42F5,126438,Merlangius merlangus,0.0000,7.8853,7.0995,1.0152,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,7,42F5,126441,Pollachius virens,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20170914
NS-IBTS,2015,1,7,42F5,126444,Trisopterus esmarkii,0.0000,79.7500,4.2500,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,7,42F5,127023,Scomber scombrus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20170914
NS-IBTS,2015,1,7,42F5,127143,Pleuronectes platessa,0.0000,0.2000,5.3429,31.2286,29.6036,12.7892,11.0379,2.5856,1.1010,1.1111,0.0000,20170914
